0039FE1B-E3B9-4651-BF62-A7B74490EACF#appfire#RolesService#appfire#dec22.app.server.service.RolesService#appfire#{"resourceMapping":"/Roles","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/RolesService.java","fileName":"RolesService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/RolesRepositoryImpl.java","fileName":"RolesRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/RolesRepository.java","fileName":"RolesRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authorization/Roles.java","fileName":"Roles.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:38:02#appfire#\N#appfire#2015-12-22 06:38:02#appfire#1#appfire#1#appfire#BD175C08-E04A-40CA-AB7C-200AB36B5F50
033D7E6D-2E5D-42D6-B6E9-369D3C2268EB#appfire#RegionService#appfire#dec22.app.server.service.RegionService#appfire#{"resourceMapping":"/Region","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/RegionService.java","fileName":"RegionService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/RegionRepositoryImpl.java","fileName":"RegionRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/RegionRepository.java","fileName":"RegionRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Region.java","fileName":"Region.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:45#appfire#\N#appfire#2015-12-22 06:37:45#appfire#1#appfire#1#appfire#616AC6B0-DDF5-4AFE-9F1E-46F165603F73
04679C49-76A9-488C-A8B6-79BCC0FB7A50#appfire#CommunicationGroupService#appfire#dec22.app.server.service.CommunicationGroupService#appfire#{"resourceMapping":"/CommunicationGroup","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/CommunicationGroupService.java","fileName":"CommunicationGroupService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/CommunicationGroupRepositoryImpl.java","fileName":"CommunicationGroupRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/CommunicationGroupRepository.java","fileName":"CommunicationGroupRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/contacts/CommunicationGroup.java","fileName":"CommunicationGroup.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:51#appfire#\N#appfire#2015-12-22 06:37:51#appfire#1#appfire#1#appfire#A438A22F-568E-4F2C-9D12-1573D4C2CA12
0569CF18-199D-491F-92F1-FE30AD2208A1#appfire#PasswordPolicyService#appfire#dec22.app.server.service.PasswordPolicyService#appfire#{"resourceMapping":"/PasswordPolicy","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/PasswordPolicyService.java","fileName":"PasswordPolicyService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/PasswordPolicyRepositoryImpl.java","fileName":"PasswordPolicyRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/PasswordPolicyRepository.java","fileName":"PasswordPolicyRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authentication/PasswordPolicy.java","fileName":"PasswordPolicy.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:55#appfire#\N#appfire#2015-12-22 06:37:55#appfire#1#appfire#1#appfire#018B17A2-9B8E-46ED-ADED-B85F6B928073
05923836-1960-4ED6-A33D-BAF7969574DC#appfire#AddressService#appfire#dec22.app.server.service.AddressService#appfire#{"resourceMapping":"/Address","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/AddressService.java","fileName":"AddressService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/AddressRepositoryImpl.java","fileName":"AddressRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/AddressRepository.java","fileName":"AddressRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Address.java","fileName":"Address.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:50#appfire#\N#appfire#2015-12-22 06:37:50#appfire#1#appfire#1#appfire#4B79D625-AB7D-4D73-B87D-F7B111E1F385
0E876DA2-E77E-4409-9E5A-AFF8CA3AD1C5#appfire#AppCustomerCategoryService#appfire#dec22.app.server.service.AppCustomerCategoryService#appfire#{"resourceMapping":"/AppCustomerCategory","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/AppCustomerCategoryService.java","fileName":"AppCustomerCategoryService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppCustomerCategoryRepositoryImpl.java","fileName":"AppCustomerCategoryRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppCustomerCategoryRepository.java","fileName":"AppCustomerCategoryRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/customers/AppCustomerCategory.java","fileName":"AppCustomerCategory.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:38:05#appfire#\N#appfire#2015-12-22 06:38:05#appfire#1#appfire#1#appfire#EA32E1B9-8715-4EA5-9DF0-1F61567913BA
15A3FE7E-D7CF-4755-8ED8-29B7234944FD#appfire#PasswordAlgoService#appfire#dec22.app.server.service.PasswordAlgoService#appfire#{"resourceMapping":"/PasswordAlgo","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/PasswordAlgoService.java","fileName":"PasswordAlgoService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/PasswordAlgoRepositoryImpl.java","fileName":"PasswordAlgoRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/PasswordAlgoRepository.java","fileName":"PasswordAlgoRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authentication/PasswordAlgo.java","fileName":"PasswordAlgo.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:55#appfire#\N#appfire#2015-12-22 06:37:55#appfire#1#appfire#1#appfire#D416C14F-1F3A-4B60-B839-619DF97046B5
274EA55D-1B11-4743-BDA3-65D62BE50151#appfire#UserRoleBridgeService#appfire#dec22.app.server.service.UserRoleBridgeService#appfire#{"resourceMapping":"/UserRoleBridge","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/UserRoleBridgeService.java","fileName":"UserRoleBridgeService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/UserRoleBridgeRepositoryImpl.java","fileName":"UserRoleBridgeRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/UserRoleBridgeRepository.java","fileName":"UserRoleBridgeRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authorization/UserRoleBridge.java","fileName":"UserRoleBridge.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:38:04#appfire#\N#appfire#2015-12-22 06:38:04#appfire#1#appfire#1#appfire#7EF55703-56C7-4410-B3C1-4C3F03380D2E
2DB9E8A9-C00C-4A1F-840D-9645E4D25FED#appfire#CoreContactsService#appfire#dec22.app.server.service.CoreContactsService#appfire#{"resourceMapping":"/CoreContacts","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/CoreContactsService.java","fileName":"CoreContactsService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/CoreContactsRepositoryImpl.java","fileName":"CoreContactsRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/CoreContactsRepository.java","fileName":"CoreContactsRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/contacts/CoreContacts.java","fileName":"CoreContacts.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:53#appfire#\N#appfire#2015-12-22 06:37:53#appfire#1#appfire#1#appfire#01C52A78-E6C9-469A-BCBE-ABFD29FCCCDC
4D9F6F21-C08A-4ABC-8DCA-558244D9DB17#appfire#CityService#appfire#dec22.app.server.service.CityService#appfire#{"resourceMapping":"/City","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/CityService.java","fileName":"CityService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/CityRepositoryImpl.java","fileName":"CityRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/CityRepository.java","fileName":"CityRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/City.java","fileName":"City.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:47#appfire#\N#appfire#2015-12-22 06:37:47#appfire#1#appfire#1#appfire#41F86375-E247-4AEA-A4D3-9B7FAAE72890
5CEA162B-90A5-43D0-9476-CAFCEB5D9B8E#appfire#CurrencyService#appfire#dec22.app.server.service.CurrencyService#appfire#{"resourceMapping":"/Currency","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/CurrencyService.java","fileName":"CurrencyService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/CurrencyRepositoryImpl.java","fileName":"CurrencyRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/CurrencyRepository.java","fileName":"CurrencyRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Currency.java","fileName":"Currency.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:44#appfire#\N#appfire#2015-12-22 06:37:44#appfire#1#appfire#1#appfire#33DCAA00-74A5-423C-B6A0-142016A5B254
6E3F8F32-B003-4BC1-B3C6-D1E86BADB8A7#appfire#AppMenusService#appfire#dec22.app.server.service.AppMenusService#appfire#{"resourceMapping":"/AppMenus","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/AppMenusService.java","fileName":"AppMenusService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppMenusRepositoryImpl.java","fileName":"AppMenusRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppMenusRepository.java","fileName":"AppMenusRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authorization/AppMenus.java","fileName":"AppMenus.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:38:03#appfire#\N#appfire#2015-12-22 06:38:03#appfire#1#appfire#1#appfire#FEF69333-BD4A-4415-898E-549FFAB6E31A
6EADC5C6-9CFC-48AB-894D-F844C314B497#appfire#ContactTypeService#appfire#dec22.app.server.service.ContactTypeService#appfire#{"resourceMapping":"/ContactType","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/ContactTypeService.java","fileName":"ContactTypeService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/ContactTypeRepositoryImpl.java","fileName":"ContactTypeRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/ContactTypeRepository.java","fileName":"ContactTypeRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/contacts/ContactType.java","fileName":"ContactType.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:51#appfire#\N#appfire#2015-12-22 06:37:51#appfire#1#appfire#1#appfire#C6AB4BBA-0204-48FF-82E0-729A8E7FF9B1
73DC4AF8-FE7E-4C59-8A24-9288ADEF0656#appfire#LanguageService#appfire#dec22.app.server.service.LanguageService#appfire#{"resourceMapping":"/Language","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/LanguageService.java","fileName":"LanguageService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/LanguageRepositoryImpl.java","fileName":"LanguageRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/LanguageRepository.java","fileName":"LanguageRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Language.java","fileName":"Language.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:43#appfire#\N#appfire#2015-12-22 06:37:43#appfire#1#appfire#1#appfire#B4E4B099-9187-4A65-B110-9321D449F872
